63,43.34,0.69,0,2.5,3
21619,408793.21,18.91,0,32.96,4
399,1632.95,4.09,0.62,7.11,2
388,1432.75,3.69,1.16,9.71,2
102,131.9,1.29,0,5.53,3
565,670.41,1.19,0,6.58,2
6332,3945.8,0.62,0,4.22,3
724,2656.15,3.67,0.22,13.75,2
1154,6761.73,5.86,0,21,1
127,263.59,2.08,1.15,1.35,3
350,354.36,1.01,0,5.78,3
614,1180.57,1.92,0.21,5.46,3
1245,4192.5,3.37,0,9.03,2
184,706.31,3.84,1.07,5.81,2
274,338.65,1.24,0,3.75,3
460,1630.99,3.55,0.3,10.33,2
127,1212.11,9.54,1.08,19.81,1
282,352.43,1.25,0,4.56,3
54,49.21,0.91,0,3.77,3
824,3809.55,4.62,0,8.92,2
1999,273.36,0.14,0.02,1.03,3
392,566.35,1.44,0.12,5.88,3
454,422.01,0.93,0,5.18,3
2518,13280.34,5.27,0,42.25,1
666,1228.74,1.84,0,5.69,3
1135,1487.53,1.31,0,5.56,2
330,411.12,1.25,0,4.21,3
357,360.07,1.01,0.56,1.41,3
1523,983.9,0.65,0,4.48,3
1039,3571.84,3.44,0,6.97,2
2810,2697.8,0.96,0.04,9.75,2
380,600.39,1.58,0,4.76,3
90,45.98,0.51,0,0.85,3
3,68.26,22.75,0.81,10.94,4
80,122.14,1.53,0.07,4.74,3
663,992.8,1.5,1.03,2.64,3
160,230.46,1.44,0.31,2.3,3
1592,16422.87,10.32,0,22.41,1
2565,19509.07,7.61,0,21.38,1
626,1876.11,3,0.07,9.05,2
348,544.97,1.57,0.01,4.62,3
295,543.59,1.84,0.2,5.35,3
602,904.79,1.5,0.04,4.75,3
967,3574.68,3.7,0.3,18.25,1
760,3487.33,4.59,0,9.38,2
216,364.72,1.69,1.07,1.98,3
250,379.94,1.52,0.46,2.77,3
1456,2272.44,1.56,0,7.47,2
